# Fairway investor table. One row per house. Built by tools/build_investors_table.py.
# Checked by tools/investor_check.py, which is the gate on what may render.
#
# TWO LAYERS AND THEY MUST NOT BE BLENDED.
#   EVIDENCE  the houses behind a founder's own reference rounds, generated from the same files
#             the football field comes from. Every deal carries company, month and the round's own
#             source URL. Honest label: a map of who pays up for businesses like yours, mostly
#             growth-stage and mostly US. NOT a call list for a seed round.
#   CALLABLE  funds writing first cheques in the founder's sector now. Seeded from the 19 UK funds
#             curated in data-content.js and DELIBERATELY INCOMPLETE: no dated deal, no source URL,
#             so the checker refuses them. That refusal is the pull list, not a bug.
#
# THE ACTIVITY RULE, taken from vcconf and binding here: a CALLABLE investor renders only with at
# least one named, dated deal inside 12 months WITH a source URL, a first-cheque range, a stage,
# a sector in our vocabulary, a geography and a one-line thesis. A row missing any of those does
# not render. Same discipline as comps sourcing: a figure with no source does not exist.
#
# COMPLIANCE, binding on every rendering of both layers: public information only, nothing behind
# a login, no contact details, no claim of introduction. The footer line carries onto every card:
# a map, not an introduction; no affiliation or endorsement is implied. Styled text wordmarks,
# never logos.
#
# Never pad to a fixed count. Six good matches beat twelve loose ones.
investor_key,investor_name,house_type,layer,geographies,stage_bands,first_cheque_low_m,first_cheque_high_m,cheque_currency,round_size_low_m,round_size_high_m,thesis_one_liner,deal_evidences_sector,cheque_range_source,sector_deals_file,screening_categories,subsectors,recent_deal_1_company,recent_deal_1_date,recent_deal_1_source_url,recent_deal_2_company,recent_deal_2_date,recent_deal_2_source_url,rounds_in_set,companies_in_set,companies_backed,first_round,last_round,median_round_size_m,median_postmoney_m,last_verified,provenance
flourish,Flourish Ventures,Venture,CALLABLE,"Global; US, Africa, India, Southeast Asia and Latin America",Seed; Series A,1.0,7.0,USD,,,"Global fintech investor in payment rails, merchant infrastructure, embedded finance, compliance and financial health.",1,https://flourishventures.com/,data/raw/2026-09-02_seed-investor-screen-v2.csv,Merchant Acquiring & PSP; Commerce & Payments Software; Cross-Border & FX,Payments and fintech infrastructure,Stream,2026-05,https://app.dealroom.co/news/feed/stream-raises-5-2m-seed-extension-to-expand-financial-infrastructure,Cauridor,2026-05,https://propario.com/news/propario-invests-usd-2-million-cauridor-support-development-inclusive-digital,0,0,,,2026-05,,,2026-09-02,"SEED SCREEN data/raw/2026-09-02_seed-investor-screen-v2.csv. Cheque range is fund-stated and SOURCED. Deals are SECTOR-MATCHED: two per fund per sector, held one row each in the raw file, and the fund-level card carries the two most recent overall."
foodlabs,FoodLabs,Venture,CALLABLE,Europe-focused (Berlin); invests internationally,Pre-seed; Seed,0.1,2.0,USD,,,"Food-system seed investor covering supply-chain infrastructure, production technology, agriculture and industrial food innovation.",1,https://www.foodlabs.com/manifesto,data/raw/2026-09-02_seed-investor-screen-v2.csv,D2C / Consumer Brand; Consumer Brand; Owned-Inventory Retail; Local Delivery & On-Demand; Commerce Enablement & Fulfilment; E-commerce Enablement,Consumer brands and D2C; Delivery logistics and supply chain,Reformed,2026-07,https://www.thecheckout.eu/articles/reformed-raises-series-a-led-by-eqt-ventures,DITTO Daily,2026-07,https://nutraceuticalbusinessreview.com/ditto-raises-6m-scale-evidence-based-menstrual-supplements,0,0,,,2026-07,,,2026-09-02,"SEED SCREEN data/raw/2026-09-02_seed-investor-screen-v2.csv. Cheque range is fund-stated and SOURCED. Deals are SECTOR-MATCHED: two per fund per sector, held one row each in the raw file, and the fund-level card carries the two most recent overall."
foundersfactory,Founders Factory,Venture,CALLABLE,UK,Pre-seed; Seed; Series A,0.03,0.25,GBP,,,Multi-sector early-stage via corporate partners. £30k to £250k.,,,,Education,Edtech,Telgea,2026-06,https://app.dealroom.co/news/feed/telgea-raises-funding-from-founders-factory-and-vodafone-to-automate-90-of-telecom-operations-with-ai,,,,0,0,,,,,,,SEEDED from data-content.js. Needs two dated deals with source URLs.
fuel,Fuel Ventures,Venture,CALLABLE,UK,Pre-seed; Seed; Series A,0.1,1.0,GBP,,,B2C and B2B via SEIS/EIS. High early-stage deal volume. £100k to £1M.,,,,Commerce Enablement & Fulfilment; Consumer Brand; Freelance & Services Marketplace; Local Delivery & On-Demand; Owned-Inventory Retail; Third-Party Marketplace; Vertical Software,Consumer / D2C; Logistics / Supply chain; Marketplaces; Other; Proptech,PANTA,2026-05,https://www.uktechnews.info/2026/05/14/panta-secures-3-million-seed-investment-led-by-fuel-ventures/,Arrival,2026-04,https://www.uktechnews.info/2026/04/14/arrival-raises-500000-pre-seed-funding-from-fuel-ventures/,0,0,,,,,,,SEEDED from data-content.js. Needs two dated deals with source URLs.
futureplanet,Future Planet Capital,Venture,CALLABLE,UK,Pre-seed; Seed; Series A,,,,,,"Deeptech, health and engineering biology out of the university ecosystem.",,,,Climate & Energy; Cloud & Infrastructure; Life Sciences,Biotech / Life sciences; Climate / Energy; Deeptech / Hardware,Furbnow,2026-07,https://bdaily.co.uk/articles/2026/07/24/proptech-firm-heats-up-growth-plans-with-25-million-support,Rem3dy Health,2026-06,https://thenextweb.com/news/rem3dy-health-nourished-14m-personalised-nutrition-3d-printing,0,0,,,,,,,SEEDED from data-content.js. Needs two dated deals with source URLs.
hvcapital,HV Capital,Venture,CALLABLE,Europe-focused,Seed; Series A,0.5,10.0,EUR,,,"European investor in consumer internet, commerce, marketplaces and transaction platforms.",1,https://www.hvcapital.com/,data/raw/2026-09-02_seed-investor-screen-v2.csv,Consumer Marketplace; Third-Party Marketplace; B2B Marketplace; Freelance & Services Marketplace,Marketplaces,Flip,2026-08,https://www.getflip.com/en/news/flip-raises-25-million,CarOnSale,2025-06,https://www.caronsale.com/en/company/news/caronsale-raises-70-million-series-c,0,0,,,2026-08,,,2026-09-02,"SEED SCREEN data/raw/2026-09-02_seed-investor-screen-v2.csv. Cheque range is fund-stated and SOURCED. Deals are SECTOR-MATCHED: two per fund per sector, held one row each in the raw file, and the fund-level card carries the two most recent overall."
heal,Heal Capital,Venture,CALLABLE,Europe-focused,Seed; Series A,1.0,5.0,EUR,,,"Dedicated European healthtech investor across digital care, clinical AI, infrastructure and medtech.",1,https://www.healcapital.com/,data/raw/2026-09-02_seed-investor-screen-v2.csv,Healthcare,Healthcare and digital health,Hypervision Surgical,2026-07,https://www.hypervisionsurgical.com/news/series-a,MediShout,2025-07,https://www.medishout.co.uk/news/medishout-raises-6-5m-series-a,0,0,,,2026-07,,,2026-09-02,"SEED SCREEN data/raw/2026-09-02_seed-investor-screen-v2.csv. Cheque range is fund-stated and SOURCED. Deals are SECTOR-MATCHED: two per fund per sector, held one row each in the raw file, and the fund-level card carries the two most recent overall."
heartcore,Heartcore Capital,Venture,CALLABLE,"Europe-focused, selective US",Seed; Series A,0.5,5.0,EUR,,,"Consumer-technology investor backing commerce, travel and vertical marketplace models.",1,https://www.heartcore.com/,data/raw/2026-09-02_seed-investor-screen-v2.csv,Consumer Marketplace; Third-Party Marketplace; B2B Marketplace; Freelance & Services Marketplace,Marketplaces,Dott,2026-01,https://www.dott.com/press-release/dott-announces-new-funding/,TravelLocal,2023-09,https://www.travellocal.com/en-gb/articles/travellocal-raises-10-million/,0,0,,,2026-01,,,2026-09-02,"SEED SCREEN data/raw/2026-09-02_seed-investor-screen-v2.csv. Cheque range is fund-stated and SOURCED. Deals are SECTOR-MATCHED: two per fund per sector, held one row each in the raw file, and the fund-level card carries the two most recent overall."
hoxton,Hoxton Ventures,Venture,CALLABLE,UK,Pre-seed; Seed; Series A,0.5,5.0,USD,,,Broad tech with a consumer and fintech lean. $500k to $5M.,,,,Consumer Brand; Owned-Inventory Retail,Consumer / D2C,Phagos,2025-10,https://www.eu-startups.com/2025/10/paris-based-phagos-raises-e25-million-to-create-a-sustainable-alternative-to-antibiotics/,Everbloom,2025-08,https://www.wsgr.com/en/insights/wilson-sonsini-advises-everbloom-on-dollar8-million-financing-to-advance-sustainable-luxury-textiles.html,0,0,,,,,,,SEEDED from data-content.js. Needs two dated deals with source URLs.
insurtechgateway,Insurtech Gateway,Venture,CALLABLE,UK/Europe,Pre-seed; Seed,0.1,1.0,GBP,,,UK insurtech investor and authorised incubator backing new insurance products and enabling software.,1,https://www.insurtechgateway.com/incubator/,data/raw/2026-09-02_seed-investor-screen-v2.csv,Insurance,Insurance,Maximum Information,2026-01,https://www.insurtechgateway.com/2026/01/maximum-information-raises-2-3m-seed/,Novee,2025-07,https://www.insurtechgateway.com/2025/07/ai-intelligence-layer-transforming-how-underwriters-assess,0,0,,,2026-01,,,2026-09-02,"SEED SCREEN data/raw/2026-09-02_seed-investor-screen-v2.csv. Cheque range is fund-stated and SOURCED. Deals are SECTOR-MATCHED: two per fund per sector, held one row each in the raw file, and the fund-level card carries the two most recent overall."
khp,KHP Ventures,Venture,CALLABLE,UK/Europe,Seed; Series A,0.5,5.0,GBP,,,"NHS-linked early-stage investor in digital health, clinical AI and healthcare infrastructure.",1,https://khpventures.com/,data/raw/2026-09-02_seed-investor-screen-v2.csv,Healthcare,Healthcare and digital health,Inovus Medical,2025-10,https://www.inovus.org/news/inovus-medical-funding,Phare Health,2025-09,https://www.pharehealth.com/news/series-a,0,0,,,2025-10,,,2026-09-02,"SEED SCREEN data/raw/2026-09-02_seed-investor-screen-v2.csv. Cheque range is fund-stated and SOURCED. Deals are SECTOR-MATCHED: two per fund per sector, held one row each in the raw file, and the fund-level card carries the two most recent overall."
localglobelatitude,LocalGlobe / Latitude,Venture,CALLABLE,UK,Pre-seed; Seed; Series A,0.5,2.0,GBP,,,"Fintech, health, climate and marketplaces. £500k to £2M at seed.",,,,Commerce & Payments Software; Digital Bank & Deposits; Merchant Acquiring & PSP,Fintech,Microagi,2026-07,https://sifted.eu/articles/munich-robotics-startup-microagi-raises-55m-germanys-largest-ever-seed-round,Trent AI,2026-04,https://www.finsmes.com/2026/04/trent-ai-raises-13m-in-seed-funding.html,0,0,,,,,,,SEEDED from data-content.js. Needs two dated deals with source URLs.
mmc,MMC Ventures,Venture,CALLABLE,UK,Pre-seed; Seed; Series A,3.2,3.2,USD,,,AI-first companies. Around $3.2M average seed cheque.,,,,"Data, AI & Developer Tools",AI / ML,Fifth Dimension,2026-05,https://www.vestbee.com/insights/articles/london-based-fifth-dimension-raises-26-m-series-a-led-by-hv-capital,Cloover,2026-01,https://www.goodwinlaw.com/en/news-and-events/news/2026/01/announcements-technology-goodwin-advises-mmc-ventures-cloover,0,0,,,,,,,SEEDED from data-content.js. Needs two dated deals with source URLs.
manchesterstory,ManchesterStory,Venture,CALLABLE,"US-based, invests internationally",Seed; Series A,0.5,5.0,USD,,,Early-stage fintech and insurtech investor backing digital distribution and insurance operating infrastructure.,1,https://manchesterstory.com/,data/raw/2026-09-02_seed-investor-screen-v2.csv,Insurance,Insurance,FurtherAI,2025-10,https://www.furtherai.com/blog/furtherai-raises-series-c,Sixfold,2024-04,https://www.sixfold.ai/news/sixfold-raises-15-million-series-a,0,0,,,2025-10,,,2026-09-02,"SEED SCREEN data/raw/2026-09-02_seed-investor-screen-v2.csv. Cheque range is fund-stated and SOURCED. Deals are SECTOR-MATCHED: two per fund per sector, held one row each in the raw file, and the fund-level card carries the two most recent overall."
markd,Markd,Venture,CALLABLE,"US-based, global insurtech",Pre-seed; Seed,0.1,5.0,USD,,,"Insurance-only investor backing new distribution, AI/data infrastructure and underserved risks.",1,https://markd.com/,data/raw/2026-09-02_seed-investor-screen-v2.csv,Insurance,Insurance,Irys Insurtech,2025-10,https://www.irysinsurtech.com/news/irys-raises-12-5m-seed,Loro Insurtech,2025-07,https://www.loroinsurtech.com/news/loro-raises-1-3m-seed-round,0,0,,,2025-10,,,2026-09-02,"SEED SCREEN data/raw/2026-09-02_seed-investor-screen-v2.csv. Cheque range is fund-stated and SOURCED. Deals are SECTOR-MATCHED: two per fund per sector, held one row each in the raw file, and the fund-level card carries the two most recent overall."
marketone,Market One Capital,Venture,CALLABLE,Europe-focused,Seed; Series A,0.5,5.0,EUR,,,"Specialist seed investor in marketplaces, network effects and marketplace-plus platforms.",1,https://www.mocvc.com/,data/raw/2026-09-02_seed-investor-screen-v2.csv,Consumer Marketplace; Third-Party Marketplace; B2B Marketplace; Freelance & Services Marketplace,Marketplaces,Juo,2025-11,https://www.juo.io/blog/juo-raises-seed-round,Metycle,2025-02,https://www.metycle.com/news/metycle-raises-series-a,0,0,,,2025-11,,,2026-09-02,"SEED SCREEN data/raw/2026-09-02_seed-investor-screen-v2.csv. Cheque range is fund-stated and SOURCED. Deals are SECTOR-MATCHED: two per fund per sector, held one row each in the raw file, and the fund-level card carries the two most recent overall."
maven,Maven Capital Partners,Venture,CALLABLE,UK,Pre-seed; Seed; Series A,,,,,,"SaaS, transport and energy. Among the most active UK early-stage investors by deal count.",,,,Commerce Enablement & Fulfilment; Local Delivery & On-Demand,Logistics / Supply chain,Xentra,2026-07,https://www.uktech.news/cybersecurity/cybersecurity-provider-xentra-secures-2-7m-20260720,Spirit Health,2026-07,https://www.mavencp.com/latest-news/spirit-healthcare-secures-2-million-debt-finance-package-from-meif-ii,0,0,,,,,,,SEEDED from data-content.js. Needs two dated deals with source URLs.
mercia,Mercia Ventures,Venture,CALLABLE,UK,Pre-seed; Seed; Series A,,,,,,"Life sciences, software and deeptech. Among the most active UK early-stage funds by deal count.",,,,Cloud & Infrastructure; Education; Healthcare; Life Sciences,Biotech / Life sciences; Deeptech / Hardware; Edtech; Healthtech / Digital health,VisaDoc,2026-08,https://www.mercia.co.uk/business-visa-platform-raises-funding-to-meet-overwhelming-demand/,TaiSan,2026-07,https://www.mercia.co.uk/taisan-raises-4-65m-to-bring-sodium-ion-batteries-to-mass-market/,0,0,,,,,,,SEEDED from data-content.js. Needs two dated deals with source URLs.
middlegame,MiddleGame Ventures,Venture,CALLABLE,Pan-European,Seed; Series A,0.5,5.0,EUR,,,"Specialist early-stage investor in financial-services infrastructure, payments, capital-markets data and regtech.",1,https://www.middlegamevc.com/,data/raw/2026-09-02_seed-investor-screen-v2.csv,Merchant Acquiring & PSP; Commerce & Payments Software; Cross-Border & FX,Payments and fintech infrastructure,Theia Insights,2026-03,https://www.middlegamevc.com/articles/our-investment-in-theia-insights/,Paygentic,2025-10,https://www.middlegamevc.com/articles/our-investment-in-paygentic/,0,0,,,2026-03,,,2026-09-02,"SEED SCREEN data/raw/2026-09-02_seed-investor-screen-v2.csv. Cheque range is fund-stated and SOURCED. Deals are SECTOR-MATCHED: two per fund per sector, held one row each in the raw file, and the fund-level card carries the two most recent overall."
motive,Motive Ventures,Venture,CALLABLE,"US-based, North America and Europe",Seed; Series A,1.0,10.0,USD,,,"Fintech specialist backing digital banking, credit and capital-markets infrastructure from pre-seed to Series A.",1,https://motivepartners.com/,data/raw/2026-09-02_seed-investor-screen-v2.csv,Merchant Acquiring & PSP; Commerce & Payments Software; Cross-Border & FX; Digital Bank & Deposits; Lending & Credit,Payments and fintech infrastructure; Digital banking and lending,Neno,2026-08,https://motivepartners.com/content/why-we-invested-in-neno,Cordant,2026-07,https://motivepartners.com/content/why-we-invested-in-cordant,0,0,,,2026-08,,,2026-09-02,"SEED SCREEN data/raw/2026-09-02_seed-investor-screen-v2.csv. Cheque range is fund-stated and SOURCED. Deals are SECTOR-MATCHED: two per fund per sector, held one row each in the raw file, and the fund-level card carries the two most recent overall."
mundi,Mundi Ventures,Venture,CALLABLE,Europe-focused; also US and Latin America,Seed; Series A,1.0,5.0,EUR,,,"Specialist investor in insurance technology, including underwriting, distribution and claims infrastructure.",1,https://www.mundiventures.com/,data/raw/2026-09-02_seed-investor-screen-v2.csv,Insurance,Insurance,Artificial Labs,2026-02,https://www.artificial.io/news/artificial-labs-raises-45m-series-b,Tuio?,2025-05,https://www.tuio.com/blog/tuio-raises-15-million-series-a,0,0,,,2026-02,,,2026-09-02,"SEED SCREEN data/raw/2026-09-02_seed-investor-screen-v2.csv. Cheque range is fund-stated and SOURCED. Deals are SECTOR-MATCHED: two per fund per sector, held one row each in the raw file, and the fund-level card carries the two most recent overall."
nina,Nina Capital,Venture,CALLABLE,"Europe-focused; also US, Israel, Canada and Australia",Pre-seed; Seed,0.2,1.5,EUR,,,"Pre-seed to Series A healthcare-technology investor in clinical software, data and care delivery.",1,https://www.nina.capital/,data/raw/2026-09-02_seed-investor-screen-v2.csv,Healthcare,Healthcare and digital health,Ladder Health,2026-07,https://www.ladderhealth.com/news/ladder-health-raises-7m-seed,IO Health,2025-11,https://www.nina.capital/2025-news,0,0,,,2026-07,,,2026-09-02,"SEED SCREEN data/raw/2026-09-02_seed-investor-screen-v2.csv. Cheque range is fund-stated and SOURCED. Deals are SECTOR-MATCHED: two per fund per sector, held one row each in the raw file, and the fund-level card carries the two most recent overall."
octopus,Octopus Ventures,Venture,CALLABLE,UK/Europe; selective US,Seed; Series A,1.0,10.0,GBP,,,"Early-stage investor with a dedicated health team spanning digital health, care delivery and biotech.",1,https://octopusventures.com/,data/raw/2026-09-02_seed-investor-screen-v2.csv,Healthcare,Healthcare and digital health,Aersk?,2026-04,https://octopusventures.com/insights/why-we-invested-in-aersk-ai/,Little Journey,2025-09,https://octopusventures.com/insights/little-journey-series-a/,0,0,,,2026-04,,,2026-09-02,"SEED SCREEN data/raw/2026-09-02_seed-investor-screen-v2.csv. Cheque range is fund-stated and SOURCED. Deals are SECTOR-MATCHED: two per fund per sector, held one row each in the raw file, and the fund-level card carries the two most recent overall."
outwardvc,Outward VC,Venture,CALLABLE,"Primarily UK, broader Europe",Pre-seed; Seed,0.25,2.5,GBP,,,"Early-stage investor in technology for regulated industries, including payments, fintech operations and compliance infrastructure.",1,https://outwardvc.com/apply/,data/raw/2026-09-02_seed-investor-screen-v2.csv,Merchant Acquiring & PSP; Commerce & Payments Software; Cross-Border & FX; Digital Bank & Deposits; Lending & Credit,Payments and fintech infrastructure; Digital banking and lending,Infrawatch,2026-05,https://outwardvc.com/articles/why-we-invested-in-infrawatch/,Steward,2026-03,https://outwardvc.com/articles/why-we-invested-in-steward/,0,0,,,2026-05,,,2026-09-02,"SEED SCREEN data/raw/2026-09-02_seed-investor-screen-v2.csv. Cheque range is fund-stated and SOURCED. Deals are SECTOR-MATCHED: two per fund per sector, held one row each in the raw file, and the fund-level card carries the two most recent overall."
palebluedot,Pale blue dot,Venture,CALLABLE,Europe and US,Seed; Series A,0.5,2.0,EUR,,,"Pre-seed and seed climate investor covering low-carbon mobility, fleets, automation and supply-chain technology.",1,https://paleblue.vc/,data/raw/2026-09-02_seed-investor-screen-v2.csv,Local Delivery & On-Demand; Commerce Enablement & Fulfilment; E-commerce Enablement,Delivery logistics and supply chain,Staer,2026-06,https://paleblue.vc/portfolio/staer,Pollen,2026-05,https://paleblue.vc/portfolio/pollen,0,0,,,2026-06,,,2026-09-02,"SEED SCREEN data/raw/2026-09-02_seed-investor-screen-v2.csv. Cheque range is fund-stated and SOURCED. Deals are SECTOR-MATCHED: two per fund per sector, held one row each in the raw file, and the fund-level card carries the two most recent overall."
